INSERT INTO `zhiyezhuang_tagindex` VALUES('1','唐山工作服定做','2','2023','160','7','99','1341824530','1339732001','1261761377');
INSERT INTO `zhiyezhuang_tagindex` VALUES('902','职业装LPZxC','0','2','1','0','1','1339708011','1337522555','1330057437');
INSERT INTO `zhiyezhuang_tagindex` VALUES('903','产品供应职业装LPZxC','0','1','1','0','0','1337484004','1337484004','1330057437');
INSERT INTO `zhiyezhuang_tagindex` VALUES('904','北京职业装L','0','2','1','0','0','1339116697','1339116697','1330057437');
INSERT INTO `zhiyezhuang_tagindex` VALUES('905','方法','0','2','1','0','0','1340697237','1340697237','1330057513');
INSERT INTO `zhiyezhuang_tagindex` VALUES('906','测量','0','4','1','1','1','1339116723','1339116723','1330057513');
INSERT INTO `zhiyezhuang_tagindex` VALUES('907','圆领衫','0','3','1','0','0','1339707973','1339707973','1330057513');
INSERT INTO `zhiyezhuang_tagindex` VALUES('908','生产厂家','0','10','1','0','0','1340528853','1340528853','1330057840');
INSERT INTO `zhiyezhuang_tagindex` VALUES('909','01','0','3','1','1','2','1338622352','1337565661','1330057873');
INSERT INTO `zhiyezhuang_tagindex` VALUES('910','帽子','0','3','1','0','0','1340861379','1340861379','1330057947');
INSERT INTO `zhiyezhuang_tagindex` VALUES('911','客房工作服制服定做','0','7','1','2','2','1341592621','1341592621','1330057959');
INSERT INTO `zhiyezhuang_tagindex` VALUES('912','产品供应上','0','3','1','0','0','1341916533','1341916533','1330057959');
INSERT INTO `zhiyezhuang_tagindex` VALUES('913','精做','0','2','1','0','0','1340697295','1340697295','1330057991');
INSERT INTO `zhiyezhuang_tagindex` VALUES('914','天津文化衫','0','2','1','0','0','1341916912','1341916912','1330058066');
INSERT INTO `zhiyezhuang_tagindex` VALUES('915','天津工程服','0','11','1','1','2','1340957856','1339816783','1330058066');
INSERT INTO `zhiyezhuang_tagindex` VALUES('916','天津棒球帽','0','2','1','0','1','1339707867','1337793810','1330058066');
INSERT INTO `zhiyezhuang_tagindex` VALUES('917','永海枫牌天津工作服','0','2','1','0','0','1340697438','1340697438','1330058088');
INSERT INTO `zhiyezhuang_tagindex` VALUES('918','天津永海','0','4','1','0','2','1341643726','1339117208','1330058088');
INSERT INTO `zhiyezhuang_tagindex` VALUES('919','产品求购北京职业装','0','3','1','0','1','1340432291','1339116734','1330058250');
INSERT INTO `zhiyezhuang_tagindex` VALUES('920','北京北京职业装','0','2','1','0','0','1340697169','1340697169','1330058250');
INSERT INTO `zhiyezhuang_tagindex` VALUES('921','上海康蒙服饰有限公司','0','5','1','0','0','1341643528','1341643528','1330058314');
INSERT INTO `zhiyezhuang_tagindex` VALUES('922','服装商机','0','9','3','2','3','1338688919','1337488048','1332863692');
INSERT INTO `zhiyezhuang_tagindex` VALUES('923','订制','0','3','1','0','1','1340858089','1338621653','1330058379');
INSERT INTO `zhiyezhuang_tagindex` VALUES('924','工人','0','3','1','0','0','1338621714','1338621714','1330058379');
INSERT INTO `zhiyezhuang_tagindex` VALUES('925','三粒','0','2','2','0','1','1338506539','1337648500','1330340136');
INSERT INTO `zhiyezhuang_tagindex` VALUES('926','136932567','0','3','1','0','0','1341917022','1341917022','1330058498');
INSERT INTO `zhiyezhuang_tagindex` VALUES('927','篮球','0','3','1','1','2','1339707722','1337590759','1330058498');
INSERT INTO `zhiyezhuang_tagindex` VALUES('928','山东','0','2','1','0','1','1339816754','1337590784','1330058552');
INSERT INTO `zhiyezhuang_tagindex` VALUES('929','东胜','0','3','1','0','2','1338621656','1337590768','1330058639');
INSERT INTO `zhiyezhuang_tagindex` VALUES('930','朝阳区','0','5','1','0','0','1339707502','1339707502','1330058639');
INSERT INTO `zhiyezhuang_tagindex` VALUES('931','江桥男装网','0','2','1','0','0','1341916800','1341916800','1330058695');
INSERT INTO `zhiyezhuang_tagindex` VALUES('932','江桥','0','4','2','0','0','1340407245','1340407245','1330493935');
INSERT INTO `zhiyezhuang_tagindex` VALUES('933','专业供应','0','7','2','0','0','1341864877','1341864877','1330059598');
INSERT INTO `zhiyezhuang_tagindex` VALUES('934','女职业装','0','3','1','1','2','1339707782','1337484012','1330059061');
INSERT INTO `zhiyezhuang_tagindex` VALUES('935','职业装图片','0','7','3','0','2','1341644103','1340521547','1339379566');
INSERT INTO `zhiyezhuang_tagindex` VALUES('936','职业装款式','0','8','1','1','4','1341467268','1339493222','1330059061');
INSERT INTO `zhiyezhuang_tagindex` VALUES('937','职业装夏装','0','5','1','1','1','1340432197','1340432197','1330059061');
INSERT INTO `zhiyezhuang_tagindex` VALUES('938','其它服装','0','7','1','1','2','1339117028','1337493661','1330059487');
INSERT INTO `zhiyezhuang_tagindex` VALUES('939','服装商','0','2','1','0','0','1339707583','1339707583','1330059487');
INSERT INTO `zhiyezhuang_tagindex` VALUES('940','51Sole','0','5','1','0','0','1340961619','1340961619','1330059508');
INSERT INTO `zhiyezhuang_tagindex` VALUES('941','航空','0','3','1','1','2','1338621742','1337493720','1330059508');
INSERT INTO `zhiyezhuang_tagindex` VALUES('942','关于','0','5','2','0','1','1339116891','1337662692','1330340253');
INSERT INTO `zhiyezhuang_tagindex` VALUES('943','小','0','6','1','0','0','1336997778','1336997778','1330059508');
INSERT INTO `zhiyezhuang_tagindex` VALUES('944','供应工作服','0','10','3','0','0','1341709000','1341709000','1330494523');
INSERT INTO `zhiyezhuang_tagindex` VALUES('945','连体工作服','0','6','1','0','2','1339816709','1337561694','1330059631');
INSERT INTO `zhiyezhuang_tagindex` VALUES('946','机械服','0','12','1','1','2','1341561325','1340262807','1330059631');
INSERT INTO `zhiyezhuang_tagindex` VALUES('947','连体服','0','7','1','0','1','1341646224','1340697314','1330059631');
INSERT INTO `zhiyezhuang_tagindex` VALUES('948','产品供应韩版广','0','6','1','0','2','1339816308','1337508106','1330059792');
INSERT INTO `zhiyezhuang_tagindex` VALUES('949','上海凤禧服饰有限公司','0','6','1','0','2','1340430725','1338008295','1330059863');
INSERT INTO `zhiyezhuang_tagindex` VALUES('950','美容','0','6','1','0','0','1337180542','1337180542','1330059944');
INSERT INTO `zhiyezhuang_tagindex` VALUES('951','医院','0','9','1','1','1','1341369907','1341369907','1330059944');
INSERT INTO `zhiyezhuang_tagindex` VALUES('952','护士','0','12','4','0','0','1341688847','1341688847','1332391520');
INSERT INTO `zhiyezhuang_tagindex` VALUES('953','空姐职业装订做NGQ','0','9','1','0','2','1341473992','1339707719','1330060266');
INSERT INTO `zhiyezhuang_tagindex` VALUES('954','供应天津工作服批发','0','7','1','0','0','1340432828','1340432828','1330060446');
INSERT INTO `zhiyezhuang_tagindex` VALUES('955','上海工作服公司','0','8','1','2','2','1339119600','1339119600','1330060610');
INSERT INTO `zhiyezhuang_tagindex` VALUES('956','上海制服公司','0','7','1','0','1','1340917969','1339707830','1330060610');
INSERT INTO `zhiyezhuang_tagindex` VALUES('957','上海特种服','0','6','1','1','1','1340521326','1340521326','1330060610');
INSERT INTO `zhiyezhuang_tagindex` VALUES('958','上海订','0','6','1','1','2','1339707817','1337605158','1330060610');
INSERT INTO `zhiyezhuang_tagindex` VALUES('959','职业装制作，上','0','9','1','1','2','1341374704','1339816892','1330060942');
INSERT INTO `zhiyezhuang_tagindex` VALUES('960','罗妃迪','0','6','1','0','0','1341916827','1341916827','1330061190');
INSERT INTO `zhiyezhuang_tagindex` VALUES('961','天津市康鑫制衣厂','0','8','1','0','2','1341346802','1339117201','1330061419');
INSERT INTO `zhiyezhuang_tagindex` VALUES('962','制','0','12','1','2','1','1340960946','1341377129','1330061419');
INSERT INTO `zhiyezhuang_tagindex` VALUES('963','4000660107','0','9','1','0','2','1341742709','1339708057','1330090359');
INSERT INTO `zhiyezhuang_tagindex` VALUES('964','没有','0','7','1','1','1','1338276927','1338276927','1330090563');
INSERT INTO `zhiyezhuang_tagindex` VALUES('965','改革开放','0','11','1','0','2','1339707590','1338273990','1330090563');
INSERT INTO `zhiyezhuang_tagindex` VALUES('966','面试心经','6','6','1','1','2','1339707756','1338689293','1330130298');
INSERT INTO `zhiyezhuang_tagindex` VALUES('967','职场妙招','6','5','1','0','0','1341686643','1341686643','1330130580');
INSERT INTO `zhiyezhuang_tagindex` VALUES('968','主营','0','5','1','1','1','1339708024','1339708024','1330163289');
INSERT INTO `zhiyezhuang_tagindex` VALUES('969','25北京工作服定做','0','3','1','0','0','1339708055','1339708055','1330163547');
INSERT INTO `zhiyezhuang_tagindex` VALUES('970','羽绒服','0','3','1','0','0','1338622251','1338622251','1330163547');
INSERT INTO `zhiyezhuang_tagindex` VALUES('971','北京T恤批发','0','5','1','1','1','1339116704','1339116704','1330163547');
INSERT INTO `zhiyezhuang_tagindex` VALUES('972','北京棉服出售','0','8','1','1','4','1341226969','1339116662','1330163547');
INSERT INTO `zhiyezhuang_tagindex` VALUES('973','防静','0','3','1','1','1','1338621681','1338621681','1330163547');
INSERT INTO `zhiyezhuang_tagindex` VALUES('974','18916','0','5','1','0','0','1341644178','1341644178','1330163579');
INSERT INTO `zhiyezhuang_tagindex` VALUES('975','思腾制衣','0','2','1','0','0','1335620159','1335620159','1330163632');
INSERT INTO `zhiyezhuang_tagindex` VALUES('976','022-82517087','0','0','1','0','0','1330163632','1330163632','1330163632');
INSERT INTO `zhiyezhuang_tagindex` VALUES('977','天津布制工作服','0','6','1','0','3','1340692142','1338807903','1330163632');
INSERT INTO `zhiyezhuang_tagindex` VALUES('978','雨衣','0','3','1','1','1','1339117280','1339117280','1330163632');
INSERT INTO `zhiyezhuang_tagindex` VALUES('979','招募','0','4','1','2','2','1338507372','1338507372','1330163792');
INSERT INTO `zhiyezhuang_tagindex` VALUES('980','店员','0','3','1','0','0','1340697223','1340697223','1330163792');
INSERT INTO `zhiyezhuang_tagindex` VALUES('981','兼任','0','3','1','0','0','1339707689','1339707689','1330163792');
INSERT INTO `zhiyezhuang_tagindex` VALUES('982','店长','0','3','1','0','0','1339707536','1339707536','1330163792');
INSERT INTO `zhiyezhuang_tagindex` VALUES('983','直招','0','3','1','0','0','1338622288','1338622288','1330163792');
INSERT INTO `zhiyezhuang_tagindex` VALUES('984','连锁','0','7','1','0','0','1341646215','1341646215','1330163792');
INSERT INTO `zhiyezhuang_tagindex` VALUES('985','工装定制','0','4','1','0','0','1341916716','1341916716','1330163929');
INSERT INTO `zhiyezhuang_tagindex` VALUES('986','殿堂','0','2','1','0','1','1339707537','1338022715','1330234506');
INSERT INTO `zhiyezhuang_tagindex` VALUES('987','1','0','6','2','1','1','1340198461','1340198461','1330493767');
INSERT INTO `zhiyezhuang_tagindex` VALUES('988','职业装团购主管','0','3','1','0','2','1339117327','1337331153','1330236546');
INSERT INTO `zhiyezhuang_tagindex` VALUES('989','职业装团购主管招聘','0','2','1','0','1','1339708004','1337536889','1330236546');
INSERT INTO `zhiyezhuang_tagindex` VALUES('990','黄页','0','3','1','1','2','1339707668','1337493604','1330236632');
INSERT INTO `zhiyezhuang_tagindex` VALUES('991','名录','0','5','2','0','3','1341689396','1339707760','1340060638');
INSERT INTO `zhiyezhuang_tagindex` VALUES('992','中关村职业装','0','3','1','0','1','1341916997','1340432674','1330236908');
INSERT INTO `zhiyezhuang_tagindex` VALUES('993','北京金梦','0','2','1','0','0','1339707455','1339707455','1330299670');
INSERT INTO `zhiyezhuang_tagindex` VALUES('994','夏装T恤','0','2','1','0','0','1339816824','1339816824','1330299705');
INSERT INTO `zhiyezhuang_tagindex` VALUES('995','定制工作服','0','2','1','0','0','1339707539','1339707539','1330338478');
INSERT INTO `zhiyezhuang_tagindex` VALUES('996','工装衬衫','0','2','1','0','0','1340528474','1340528474','1330338478');
INSERT INTO `zhiyezhuang_tagindex` VALUES('997','招标','0','2','1','0','1','1339816882','1337403454','1330338543');
INSERT INTO `zhiyezhuang_tagindex` VALUES('998','招标网','0','3','1','0','0','1341916960','1341916960','1330338543');
INSERT INTO `zhiyezhuang_tagindex` VALUES('999','招标信息','0','1','1','0','0','1337522474','1337522474','1330338543');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1000','招标采购','0','6','1','0','2','1341823778','1339707979','1330338543');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1001','工程招标','0','2','1','0','0','1341916708','1341916708','1330338543');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1002','政府采购','0','3','1','1','1','1340519715','1340519715','1330338543');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1003','拟在建','0','4','1','0','0','1340862951','1340862951','1330338543');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1004','如何选择面料','4','3','1','0','0','1340697350','1340697350','1330338771');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1005','面料介绍','4','2','1','0','0','1339242418','1339242418','1330339047');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1006','长春','0','1','1','0','0','1335263507','1335263507','1330339526');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1007','北京女士工作服公司','0','6','1','0','1','1341916521','1341227229','1330339550');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1008','百纳网','0','2','1','0','1','1339707436','1337565747','1330339550');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1009','工作服 厂服 工装','0','4','1','0','3','1339730651','1337648448','1330339623');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1010','13661698362','0','2','1','0','0','1339816908','1339816908','1330339647');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1011','北京职','0','2','1','0','1','1339816297','1338267981','1330339751');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1012','圣涛','0','2','1','0','1','1338622083','1337483948','1330339764');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1013','全程电子商务','0','3','1','0','1','1339816752','1337508100','1330339770');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1014','电子商务','0','2','1','0','1','1339707534','1338239805','1330339770');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1015','平','0','7','1','0','0','1341473832','1341473832','1330339770');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1016','扣女','0','3','1','0','1','1339707721','1337403557','1330340136');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1017','西安职业服','0','4','1','0','0','1339816806','1339816806','1330340196');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1018','定制西安职业装','0','3','1','1','1','1340697228','1340697228','1330340196');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1019','西安职业服制作','0','3','1','1','2','1339707907','1337484052','1330340196');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1020','上海其他买卖','0','2','1','0','0','1339037466','1339037466','1330340196');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1021','调研','0','2','1','0','1','1338621645','1337483928','1330340253');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1022','普陀','0','2','1','0','1','1339117022','1337778835','1330340288');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1023','女装招商','0','4','1','0','0','1341882201','1341882201','1330340382');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1024','供应招商','0','3','2','1','2','1339116879','1337590751','1330692413');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1025','天津服装','0','4','2','0','0','1340866679','1340866679','1330493529');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1026','天津工服','0','2','1','1','1','1337536699','1337536699','1330340796');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1027','地区问题','0','5','1','1','1','1340697220','1340697220','1330340796');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1028','乔治','0','5','9','0','1','1341643403','1340859848','1341586142');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1029','绅士','0','2','1','0','1','1339117140','1337907680','1330435481');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1030','qz','0','2','1','0','0','1340697483','1340697483','1330435481');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1031','职业装、制服','0','4','1','0','0','1341059651','1341059651','1330435534');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1032','大连','0','3','1','1','2','1338505519','1337551255','1330435598');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1033','其他','0','3','3','1','2','1338621975','1337648377','1330491487');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1034','北京办公桌椅网','0','3','1','0','2','1339816284','1337648446','1330435973');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1035','北京办公桌椅市场','0','2','1','0','0','1340697166','1340697166','1330435973');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1036','北京办公桌椅批发','0','2','1','0','1','1339116606','1337576350','1330435973');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1037','北京办公','0','2','1','0','0','1339707442','1339707442','1330435973');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1038','百货业','0','3','1','0','1','1340865188','1339707433','1330451271');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1039','年报','0','3','1','0','0','1340362427','1340362427','1330451271');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1040','大变脸','0','2','1','0','0','1339116765','1339116765','1330451271');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1041','警惕','0','4','1','2','3','1339707703','1337634034','1330451271');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1042','增长','0','3','1','1','1','1339816874','1339816874','1330451271');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1043','实现','0','5','1','0','0','1341916880','1341916880','1330451271');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1044','三成','0','2','1','0','1','1338622051','1337551407','1330451271');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1045','天津市','0','2','1','0','1','1339816786','1337725729','1330451271');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1046','北京工作','0','2','1','0','0','1340697180','1340697180','1330451453');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1047','工作服定做','0','4','2','0','3','1340320881','1338230977','1330494523');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1048','机械及工业制','0','4','1','1','0','1340522997','1341119824','1330478751');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1049','棉服','0','3','1','1','2','1338621857','1337740149','1330490637');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1050','服务','0','7','1','1','1','1341819556','1341819556','1330490637');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1051','促销','0','6','2','1','2','1339733585','1338621606','1338162005');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1052','恤衫','0','5','2','0','0','1341811364','1341811364','1341182814');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1053','冲锋','0','3','1','1','2','1338621598','1337508011','1330490637');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1054','工作服生产','0','1','1','0','0','1337740126','1337740126','1330490835');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1055','工作服生产厂家','0','2','1','0','1','1339116858','1337484045','1330490835');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1056','天津安坊服饰商贸中心','0','3','1','1','1','1340697371','1340697371','1330490949');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1057','百货','0','2','1','1','1','1338123951','1338123951','1330491058');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1058','时间','0','3','1','0','1','1341916874','1340854604','1330491058');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1059','解决','0','2','1','0','1','1338621771','1337749157','1330491058');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1060','匿名','0','8','1','0','1','1341689628','1340957344','1330491058');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1061','人气','0','6','1','2','2','1338975416','1338975416','1330491058');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1062','女装','0','6','1','0','4','1341643286','1339117018','1330491058');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1063','物业服装','0','4','1','0','0','1339707905','1339707905','1330491263');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1064','采购北京','0','4','1','1','3','1339116715','1337633972','1330491359');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1065','水产','0','4','1','0','0','1340858251','1340858251','1330491392');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1066','欢迎光临','0','3','1','0','0','1340528850','1340528850','1330491392');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1067','新型建材','0','3','1','1','2','1339707941','1337605178','1330491487');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1068','春秋','0','3','1','0','0','1340857967','1340857967','1330491579');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1069','男女','0','5','1','2','2','1338621883','1338621883','1330491579');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1070','北京工','0','3','1','1','2','1338505236','1337696884','1330491611');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1071','休闲','0','5','1','0','1','1341690047','1340264139','1330491787');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1072','广东工作服专卖','0','2','1','0','1','1340697273','1338138546','1330491881');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1073','工作服专卖','0','2','1','0','1','1339707613','1337522418','1330491881');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1074','021-66167006','0','0','2','0','0','1330491881','1330491881','1330492319');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1075','铁岭职业装订做','0','10','1','3','3','1341473684','1341473684','1330492027');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1076','丽江工作服报价','0','3','1','1','2','1339116967','1337522640','1330492264');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1077','江西工作服行情','0','2','1','0','1','1339116933','1337590750','1330492319');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1078','遂宁高级西服订做','0','3','1','1','2','1339707854','1337850031','1330492427');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1079','高级西服订做','0','4','1','0','0','1340873307','1340873307','1330492427');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1080','职业服','0','2','1','0','1','1338622284','1337551270','1330492461');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1081','职业服装','0','2','1','0','1','1339117304','1337565715','1330492461');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1082','职业装定做','0','1','2','0','0','1337483905','1337483905','1330493038');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1083','男士职业装','0','3','1','1','2','1339707770','1337522424','1330492461');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1084','制服、工作服供应商','0','5','1','1','0','1340432894','1340697457','1330492532');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1085','反光','0','4','1','1','2','1339116815','1337449860','1330492684');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1086','美发','0','3','1','0','1','1341054036','1339816722','1330492684');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1087','标准','0','1','1','0','0','1338008301','1338008301','1330492684');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1088','天津滨海国际机场工作','0','3','1','0','0','1341643675','1341643675','1330492717');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1089','药店','0','2','1','0','1','1338976061','1337662697','1330492783');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1090','牛仔','0','2','1','0','1','1339707776','1337835599','1330492816');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1091','医生','0','2','1','0','1','1338622244','1337711325','1330492816');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1092','电厂','0','2','1','0','1','1338621637','1337536890','1330492850');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1093','移动','0','4','1','0','0','1341916951','1341916951','1330492922');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1094','电信','0','7','1','0','0','1341226944','1341226944','1330492922');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1095','中石油','0','2','1','0','1','1339816900','1337484101','1330492922');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1096','职业装厂家','0','3','1','1','2','1339117319','1337862705','1330493038');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1097','医院制服','0','3','1','1','2','1339707953','1337493658','1330493271');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1098','白大褂','0','4','1','0','3','1339733267','1337648504','1330493271');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1099','新城','0','5','1','0','0','1341802242','1341802242','1330493378');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1100','嘉定江','0','3','1','1','0','1339707682','1340261881','1330493378');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1101','肯德基','0','2','1','0','1','1339707715','1337484124','1330493445');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1102','订购','0','1','1','0','0','1335263511','1335263511','1330493445');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1103','快餐','0','7','1','1','1','1341473676','1341473676','1330493562');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1104','银行','0','3','1','0','0','1340697430','1340697430','1330493562');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1105','酷','0','3','1','0','0','1341646141','1341646141','1330493732');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1106','供应职业装 s11','0','2','1','0','1','1339707627','1337605155','1330493767');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1107','特体','0','4','1','3','3','1338037134','1338037134','1330493801');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1108','量体','0','3','1','1','1','1338621841','1338621841','1330493801');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1109','北京定做男女','0','2','1','0','1','1339116618','1337484109','1330493842');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1110','江桥女装网','0','3','1','0','0','1340871495','1340871495','1330493935');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1111','服装饰品','0','3','1','1','2','1339116826','1337633960','1330494138');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1112','二手市场','0','4','1','0','2','1340866991','1339116810','1330494138');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1113','天津专业定做高档西服','0','2','1','0','0','1339117215','1339117215','1330494172');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1114','采购天津专业','0','2','1','0','0','1339116719','1339116719','1330494172');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1115','北京娱乐服','0','2','1','0','1','1339116682','1337605192','1330494298');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1116','桑拿服','0','5','1','1','1','1341643488','1341643488','1330494298');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1117','宾馆工作服','0','2','1','0','1','1339116708','1337551303','1330494298');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1118','北京工程服1108','0','4','1','1','1','1339116625','1339116625','1330494298');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1119','北京制服','0','3','1','0','2','1339733390','1338022720','1330494329');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1120','北京订做职业装','0','5','1','0','0','1341644673','1341644673','1330494329');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1121','北京工服设计','0','3','1','1','1','1339116636','1339116636','1330494329');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1122','北京酒店','0','3','1','1','2','1339116650','1337633988','1330494329');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1123','醒目','0','2','1','0','1','1338622211','1337484016','1330494508');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1124','危险','0','5','1','0','0','1341689798','1341689798','1330494508');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1125','上海速博实业有限公司','0','5','1','0','0','1341822129','1341822129','1330494508');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1126','工作服醒目危险仍难','0','3','1','1','2','1339116862','1337508014','1330494508');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1127','春季工作服','0','8','1','0','0','1340522422','1340522422','1330494523');
INSERT INTO `zhiyezhuang_tagindex` VALUES('1128','茄克','0','4','2','0','0','1340857899','1340857899','1331476804');
